Total_sqft,Price
1161,63.85
1630,51.35
1310,60
750,28
1200,67.77
1000,45
4000,225
1315,70
1370,90
1200,150
1465,90
20000,175
1128,64
1250,70
1645,117
1284,75
2600,199
1820,150
1580,73
2650,125
1215,68
1075,40
1400,78
1400,55
845,30
2600,40
3854.5,385.5
800,85
1199,85
1175,43.48
2400,270
1767,109
1800,90
1856,135
1200,140
1613,150
6830,795
1290,90
1375,78
985,57
1200,200
1099,37.5
605,13.31
6000,150
3600,160
1200,53
1000,45
1159,38
3692,340
600,80
2400,600
1540,78
1503,93
1850,120
1580,60
1190,39.25
1200,61
1000,250
850,19.9
2180,285
2500,60
1200,56.12
1500,52
1200,180
1880,120
1150,45
4408,344
924,35.11
7800,385
600,100
750,95
1962,175
1200,240
1765,77.27
1174,29.35
1894,115
960,138
1760,142
1768,95
1790,97
3500,800
1200,45
2540,160
1137,53.4
3181,229
1200,115
1568,100
4920,393.5
1308,60
3060,350
1200,41
800,32
530,13.5
873,40
3000,145
1200,235
958,33.53
2072,160
2273,159
600,90
760,50
1090,43.5
2072,155
2666,230
1550,89
1251,50
1070,53
1200,45
1435,60
1400,45
2330,94.71
1200,60
1000,40
1655,62.89
3600,240
600,35
1175,50
1155,40.43
1200,98
1149,65
1745,98.485
3200,375
1010,55
1718,119
650,20
1330,77
1200,68
1693,89
1249,165
1800,125
900,55
1020,46
1700,77
661,40
1280,60.16
1000,90
1170,48
933,58
1150,44
3633,550
1380,130
1050,64.8
1080,37.8
1303,90
1196,40.54
2500,180
1200,95
1250,41
1419,87
1200,49
1120,65
762.5,45.4
1245,75
3978,428
1093,34
1025,26.63
1345,97
1500,45
1180,86
1020,48.45
1800,85
3621,511
2008,170
1240,39.85
1020,55
2095,142
1362,62.63
694,30.84
1404,70
1192,47
1850,300
1050,35
1259,67.48
1000,34
985,49.97
850,60
1650,50
2400,320
1900,180
1367,86
1210,81
1190,48.6
1175,42
2800,400
1140,40
1095,33.6
782,19.55
1435,80
725,36
1600,88
1200,160
3205,300
720,95
1674,90
860,125
1243,46
1703,130
1350,71.55
1145,41.21
1216,75
1100,60
2425,201
2700,175
1196,40.54
1600,90
1510,47.57
3033,326
780,72
1194,47
1250,110
1480,169
1250,100
1350,160
620,48
1630,60.65
1020,45
1410,53.58
1181.7,100
1200,270
1691,113
1200,83
1200,60
1050,50
1300,77.99
1356,94.84
1338,103
500,20
1280,100
1531,51.77
11000,1600
620,23.5
1605,65
1917,110
1200,340
2750,943
1400,55
2625,175
1100,55
2041,128
2070,160
1110,59
1650,110
3565,255
1033,30.47
1142,65
1500,75
1502,50
1176,45
1063,32.8
1100,60
1044,85
5400,700
1216,60
1425,55
1200,150
1345,108
1248,130
1830,325
900,130
3600,245
1025,35.88
840,99
3050,90
1424,75
2500,268
1200,230
1285,45
1450,55.99
1160,70
2700,350
2000,95
1125,47.65
3900,175
1133,38.37
1240,60
1466,77.59
3870,411
1610,115
1220,56
1225,48
1300,54
1996,123
1320,55
1800,240
1835,175
1435,90
4097,400
1601,70
1257,93
3596,260
1309,95
1362,100
1115,55
1870,90
1322,61.99
1450,65
1185,67
1790,120
3450,208
1050,52.5
693,27.375
5400,750
775,39
1000,48
1183,77.25
1282,178
425,15
820,30
2230,792
1200,52
1151,43.6
1320,59
1450,68
1270,50.79
1847,123
1020,49.87
1650,95
2380,242
2400,78
1160,44
2805,154
1360,47.6
1089,49
1115,60
1215,45
1194,51
1536,104
1255,55.5
1571,83
900,70
1517,125
664,35.4
1230,58
1340,72
1175,29.38
3569,600
1240,43.1
1559.626694,150
1470,44.1
525,29.25
1680,117
1000,35
1071,51
1512,80
3435,341
3144,455
1190,60
1550,80
1283,63.22
1325,73
1105,35.36
1600,74.5
400,35
800,41.145
1100,44.55
2099,147
1365,72
1485,132
1250,55
1290,56.12
1170,46.79
1328,91.06
1232,87
1180,88.5
1350,66
3602,280
2400,145
1020,32
1410,49.34
2159,120
1453,16.5
1200,66
1255,57.5
1074,42.79
1200,72
1170,35.41
728.5,31.315
1660,100
900,95
1850,175
510,34
1601,95
952,42
1166,65
2700,260
1900,97
1350,175
1520,96
2100,100
1175,50
1432,68
1005,39.77
1309,80
2251,370
1050,77
1100,53
2400,310
1565,56.34
940,56
1015,40.1
2400,360
1652,110
1100,52
2340,145
1084,179
1200,81
1400,69
2400,320
1020,27.43
1267,90.33
2439,185
1645,95
1100,75
1320,38.12
1000,29.7
5000,550
2500,58
2480,160
1086,44.5
416,18
1066,52.23
1730,93
1205,63.86
2500,175
960,55
1510,83.05
1600,90
2300,142
1000,63
1160,46.39
1553,58.23
3436,345
1134,45
600,80
2400,80
2400,143
1350,65
1032,42
1998,117
1225,48
1262,67
1842,115
1300,60
1070,38.6
950,33
1012,53.58
1000,70
1394,56
1450,85
527,35
1693,125
3122,235
1000,46
952,49
2050,270
1200,14
1410,64
1400,108
3056,100
1826,125
1689,103
1075,31
2500,1400
960,48
808,40
907,38.5
1300,55
1804,150
1350,81
1836,125
826,36
1200,68
3000,300
2400,405
1460,80
1200,140
965,56
2000,95
1395,70
1660,116
935,35
1180,39
1090,31.48
1204,82
2072,153
1056,65
985,62
1315,49
734,22
2900,200
2317,140
600,45
2200,115
656,25
400,11.5
666,36.8
3293,425
1174,47
1153,56.7
1000,90
2400,85
957,47
910,160
1060,50
1000,50
1843,88
1150,40.25
1230,31.37
3197,335
1703,130
1125,41.5
1516,65
1130,56
3596,279
1512,103
1491,88
1250,95
1650,90.75
1140,48.7
1200,110
1881,95
1100,56.57
2666,200
1500,50
1217,164
1197,50
2400,170
1345,60
1200,100
3230,165
1260,95
2750,240
1200,80
1650,52
600,45
1025,35.88
2302.5,80.59
973,56
4110,590
2533,425
1007,75
800,39.99
1830,119
1077,50
672,27
1280,87
865,40
1000,33
1285,65
662,29
2297,269
3750,295
1850,95
1754,132
1200,150
2200,350
1567,100
1695,50
360,40
1150,69.44
1690,85
2350,210
1057,65
1320,91
2119,111
1125,48
2254,170
645,34.18
1050,52.08
1040,41.6
1700,194
1760,115
1138,128
984,45.91
1140,38.65
3596,200
1365,54
560,19
1404,75
1540,45
1050,39
360,37
1550,72.5
1653,93
1194,47
1471,75
700,35
812,38.25
1504,83
1450,75
957,54.5
460,13
900,128
1050,75
1820,85
1033,32
800,90
520,29
1165,88.5
1280,61
1950,230
600,58
1550,65.1
1392,130
1221,75
1000,19
1300,60
1065,31.5
1209,65
375,40
7800,2000
1929,101
1255,84
1035,31.05
1200,270
1650,101
1275,65
1128,65.58
1140,38.55
1200,200
1183,58.56
1155,39
1245,43.57
1000,38
1040,75
2062,140
1477,75
1050,85
1525,65
2000,120
1220,65
2388,195
1355,97.6
1141,62
1046,49.06
630,35
1247,62.35
3855,220
850,32.5
1120,36
800,285
1798,110
1180,45
1000,34
1216,82
900,65
1100,65
1842,115
1075,43
1495,88
1700,120
1564,103
1256,65
1047,89
1458,78.45
1063,61.17
7400,1850
1150,52.5
450,9
1360,45
1605,76
1200,205
1810,100
1250,48.5
1475,58.99
1100,125
850,25.4
1025,26.65
980,45
1428,70
1130,74
1592,125
2050,82
1407,83.87
4170,800
1585,84
1785,130
900,45
1350,160
1843,96.2
2375,260
1200,67
1113,52
1125,47
1200,56
1150,45
770,70
1181,57
1550,64.7
1200,86
1295,55.47
480,65
1506,95
1872,152
2900,240
1326,35
1040,33.28
1200,90
1020,48
1400,90
4000,160
812,26
1100,54
829,22.8
750,95
2700,350
1500,72.99
850,25.99
1180,60
5108,995
2215,150
1010,36
1350,60
1100,50
1450,62.93
1133,40
1564,100
640,10.5
2072,157
432,65
1460,51.1
600,35
1050,52.07
700,35
1200,66
654,38
1105,50
1800,150
1200,160
700,30.84
1000,51
3500,350
1240,63
1200,45
1400,80
1393,54
1140,50
1000,130
1640,70
1200,62
720,65
1650,68
2496,125
905,32
1600,125
1070,45.48
8400,1675
1200,100
1800,350
2600,115
1145,75
1495,55
1200,300
1400,53
1558,90
1007,53
902,25.26
1054,53
1135,39.73
996,49
1275,47
1250,75
2502,170
1394,52
1243,46
1216,75
1075,57
1800,42.3
1500,120
1708,76
1500,250
1800,115
1532,65
1726,81.99
1220,54.89
1100,50
1530,40
840,28
1250,39
1030,35
1499,89
1280,55
1170,59
2646,99
1161,36.69
1633,72
1050,65
1650,309
552.5,13.26
418,11.5
905,50
1510,55
1390,60.47
1101,66
2736,130
2350,163
1056,55
1425,49.88
1450,70
1000,34
575,38
1350,47.24
2000,180
1770,90
3155,315
616,45
745,34.27
6500,104
2400,650
1547,103
1713,120
3300,430
1135,190
1856,180
1152,57
1100,46.75
2357,135
1820,95
1865,139
1240,65
1360,75
4200,255
1450,63.51
1139,72
1565,56
1200,165
600,77
1200,39
1855,140
1100,55
1350,65
2266,207
660,23
1490,150
1083,48
1232,83
1550,86.8
1227,70
1059,68
545,29
1152,54
870,45
1210,78
663,46.1
1464,135
1365,80
1704,120
1495,60.55
1256,73
883,49
1080,45
497,25
1073,52.36
3000,250
1300,32
662,45
1200,75
1550,75
1707,171
1310,80.43
1577,65
1324,65
1786,106
1174,75
565,33
1400,95
635,28
3000,400
1368,54.71
1450,55
1045,48
1128,65.4
1125,54
1195,62.38
630,70
1350,105
1740,120
877,29
1770,68
450,15
1000,55
1300,78
1300,42
985,40.39
1045,42
1250,62.4
2400,130
1194,46
1420,68
1720,83
1530,74.4
1200,66
1570,88
1157,74
535,20
1120,39.2
1150,60
2400,200
1215,68
1444,75.97
2003,200
1100,70
900,42
1372,43.9
4500,150
1180,55.5
1096,39
2504,138
1350,47.25
420,23.5
1832,116
1380,130
940,40
4290,625
1020,29.45
2500,81
1400,45
1675,65
708,32
1123,36
1100,49.49
1225,71.05
1683,140
410,15
2400,300
1350,90
1475,80
1120,49
1150,42
1165,85
1756,134
1409,95
1212,56.9
1140,26.49
2087.01,115
775,34.1
1700,118
1732.5,91.855
1110,52
1000,28.88
1550,160
2704,105
3760,280
1600,140
1205,64.47
1418,105
1650,82
1200,139
1150,38
3071,300
2400,100
850,34
1580,83.74
1216,84.03
381,28
4600,200
1040,55
2429,210
1260,49
1498,74.9
1200,65
1355,72.9
1450,65
1860,168
1240,70
1300,55
2500,245
1950,120
1625,145
1200,30
1101,66
1216,72.5
1250,50
2100,70
1470,54
1365,76.18
1364,64.79
1180,59.47
1800,130
1350,42
1573,98
1620,95
1072,42.87
560,21
1156,46
1336,86
1200,20
3400,235
1608,54.51
4000,441
1215,40
1100,166
1517,100
1565,69
1680,250
2025,115
1057,34.71
3850,650
1044,34
1695,125
1635,61
1140,56
1150,35
1110,110
1163,64.08
1418,65
1155,60
1115,78
2250,180
1020,48.45
1485,78
1920,250
1350,45
1209,100
1089,43.55
1445,82
1250,50
1500,95
1705,75
2200,160
2925,936
1800,110
7200,900
1830,90
1450,58
1220,56
1259,69.45
1260,73
2500,120
1919,121
1400,160
2050,120
1050,103
1000,60
1640,86.8
1488,65
1265,53.12
1640,120
1719.3,88
1200,130
1180,70
1700,110
1464,56
1800,68
1495,300
1225,62
1050,68
1691,120
2250,199
3700,314
1244,130
750,120
1190,42.25
1243,46
765,37.49
730,52
1405,169
1350,45.9
500,18
1200,55
1165,33.64
1400,57
4800,420
1668,120
700,35
1485,66
700,41
1346,100
1075,47
1050,43.5
1800,53
1609,115
770,35
1076,50
1052,51
1000,35
1000,28.88
1262,83
720,48
500,16
3500,700
1600,180
1251,53
1050,175
1140,49
1157,47.32
648,34
1197,78
1500,51.04
1185,51.15
2400,125
1397,105
1175,47
900,60
2710,170
1720,126
1756,307
602,38
1770,180
930,150
1295,43.9
1200,46.5
1100,45
1194,46
720,32
1476,105
1056,65
825,35
1860,130
1063,40
697,35
2400,230
1200,36
1835,160
1532.5,79.465
1147,75
1360,47.59
3400,265
1080,64
1010,40.4
2600,523
1270,95
1100,61
1410,92
1065,41.38
1200,36
1315,65
1650,200
1140,43
960,45
800,29
1225,47
1020,45
750,27
3000,550
535,35
1035,60
1020,29.45
1315,64
1350,130
1075,48
1450,50
1806,150
1350,99
1282,178
1929,103
1100,72
1800,110
1223,42.81
1664,69.89
1360,47.59
1158,67
1420,58
1268,127
1308,75
1485,140
1067,33.99
2000,100
2450,330
1152,42
1525,62.82
935,32.72
1465,88
1198,65
1145,63
1000,42
400,11.5
3420,410
1310,63.22
1861,92
1265,65
1280,75
1279,53.76
1200,66
680,60
1590,57
1837,142
1703,130
1293,80
700,35
1450,75
1030,57
1570,65.93
1000,60
1075,37
1091,33.82
2210,165
1738,110
1640,262
1205,56.58
1009,30.27
1200,240
3362,249
1560,83.3
1600,140
960,55
1330,46.55
1024,32
1196,40.54
800,29.5
2650,260
1080,60
1150,55
1286,68
2990,198
1150,90
1310,111
1352,72
1307,50
1500,89.45
1500,90
1131,55.975
1600,69.1
2835,241
682,36.23
2500,420
1650,85.5
1850,120
2000,85
982,25
2015,325
1702,115
1250,79
1240,40.54
1050,110
1023,52.59
1541,181
1275,105
1260,71.195
1580,125
1343,75
1365,52.81
1047,72
1187,42
1050,147
560,90
1000,120
1200,260
1075,45
2048,206
1090,57
1119,48.5
1355,58.25
1445,86.69
1314,120
6500,1400
1165,64.08
1081.5,38.665
1787,107
3600,330
1200,100
1020,29.45
1797,95
1205,58
1095,55.85
1560,98
1200,68
1200,200
1450,65
1496,718
1935,122
1016,45
1816,119
1680,125
2065.5,91.915
1220,63
3000,160
980,86
1200,210
1250,60
1424,80
1297,49.9
1300,170
1290,89.9
1720,130
1200,199
2320,160
1237,78
1720,98.97
1224,45
1780,107
4700,800
1800,93
1139,56.5
588,88.2
700,35
1150,52
1330,51.83
2732,194
965,38
1600,95
1464,56
3100,400
1075,45
1840,95
1223,39.14
1170,44
3630,207
950,35
5400,400
865,40
2400,89
1169,75
1206,40
10961,80
1683,110
1250,44
3150,218
1200,140
1234.6,104
492,40
600,27
1902,89
1200,125
1639,77.89
1214,67
565,15
2520,378
1386,85
1535,60
1720,175
1370,54.79
1655,90
1200,52
1610,68
2200,130
1200,66
1105,80
753,59.5
1655,108
1700,250
770,30
1210,69
965,37.15
700,41
1740,95
1310,37.84
1763.25,98
1900,150
1000,150
1450,55
1836,148
1160,75
1153,43
1285,55
2500,400
1194,47
1257,105
1200,56.72
583,28.275
1240,79
1294,52
1095,45
1145,46
1826,130
1314,60
1900,120
1040,36.84
1290,85
1200,130
1325,47
2600,195
1129,44
790.5,42.295
1075,52
1108,48
810,25.5
1155,65
3900,260
2367,375
1550,98
1100,38
1452,54.2
1141,54
1464,56
1500,67.49
456,15
1200,125
3122,245
760,37.49
2400,480
800,32
1180,71.22
775,29.5
1145,49.5
1060,42.5
3900,415
1420,75
2439,190
1200,300
1111,49.43
984,125
1200,42
1247,47.39
1050,77.47
1550,85
1270,80
1012,65
970,34
933,55
1200,76.13
1148,69
1463,61.45
1719,110
1350,88
1250,47
1700,50
4320,821
1200,75
1030,44
1420,70
9600,1800
1703,126
1210,80
1210,50
3000,264
1398,51
1335,110
1255,52.32
540,85
1213,36.37
1240,42.04
1076,78
1320,90
1216,80
1100,42
1183,77.3
656,38.77
534,19.65
1285,45
2087.01,135
1161,59
1306,65
2249.81,245
1504,67
645,39
1230,68
1100,42
1000,14
1260,62
1817,102
3626,785
1180,124
1050,55
2900,225
2110,120
500,17.5
1930,75
4560,430
1505,64
2400,750
890,27
1200,36
849,25.4
1555,100
600,85
1057,30
1680,122
799,35
1450,75
1819,100
1135,56.74
2020,160
2700,170
1730,72.6
1950,125
1077,34.46
1706,115
3000,300
1093,37
2750,142
1340,101
984,59
1135,68
2400,344
1155,39
700,35
1150,42
1385,69.25
2061,175
1335,73.43
1015,60
3000,150
1108,63
1180,105
1445,83
1500,65
1559.626694,48
1085,46.5
1050,52.08
2760,290
1330,49
845,45.82
1762,112
1303,80
1560,125
1110,29.97
1290,45.33
1237.5,49.49
1780,88
1636,83
2557,170
1332,101
7500,1500
1012,59
1192,53.5
795,32.54
1213,48
1489,88
1200,62
1140,28.5
1200,55.08
1200,36
2640,225
1650,94
1245,120
1224,67
1235,52.76
1200,45.6
1342,75
600,79
1800,80
2280,615
2440,415
1130,46.33
1186,72
1295,64
1535,85
905,65
1447,75.97
1165,40
1328,107
1485,110
1475,59
1175,35
1245,100
720,95
985,49.97
4000,800
1395,63
711,42.65
630,40.5
2400,88
1170,40
2500,181
1100,49.5
3560,318
900,55
1160,33.51
1180,55
1441,95
1115,50
1825,145
1489,101
2800,365
1278,62.71
1223,42.81
1065,50.92
1190,64
1130,63
1430,87.8
1900,90
1104,34.22
1240,45.88
1140,62
1194,47
1464,56
3508,425
1700,105
2658,189
1600,90
3400,275
1508,75
645,41
1046,60
1200,230
1500,300
3000,300
1079,32.37
975,50
1050,51
1200,350
1903,165
1559.626694,232
1200,38
2996,200
3400,200
2000,312
1453,160
1092,43
1400,75
1416,85
1602,75
1100,41
1760,110
3800,235
1037,36.28
1384,76.18
551,30
2400,1250
500,70
900,27.98
1415,74
1400,44.8
1300,52
2850,460
1030,75
883,39
550,16
1800,55
10000,1950
1210,77
2000,90
1100,58
1780,100
950,55
1050,60
1370,38.36
3951,230
2500,112
1050,49.5
1843,87.54
1200,175
1186,76
560,45
2357,135
1200,160
1823,103
1310,90
1520,60
1610,74.03
1500,78.57
1400,80
1625,120
1500,265
900,24
1100,32
1000,50
2774,197
994,54.67
1455,75
1200,79
1172,75
1935,102
1856,106
2392,249
900,35
1757,98
1027,44
1626,85
1200,54
1559,81.55
1190,50
1200,72
1174,74
1140,65
1603,125
1278,70
2180,285
1085,50
1195,61.36
450,30
6500,1400
550,11.5
1165,45
3000,301
1452,60
702,52
1020,42.83
1340,65
1125,54.8
1160,40.53
1050,50
1960,138
1200,52
1200,220
3496,262
975,32
1700,125
1800,230
612,47
1275,69
650,40
1495,110
1200,48
3750,295
1679,94.86
1450,75
1210,82
1300,51
1165,49.61
1623,155
1115,35.8
450,20
1170,62
2065,248
1700,126
1080,160
1245,55
1017,66
650,80
1242,75
1792,104
1275,55
1200,260
2400,408
605,22
1200,115
1450,79
1232,96
1800,70
900,52.3
1200,40
2100,204
1065,42.6
1075,48.38
1508,240
780,31
1070,42.79
1464,56
1910,150
1280,120
1530,64
2439,170
1088,43.5
1174,78
1587,73.8
1045,55
1304,69.97
1100,65
1482,68.9
2125,107
1000,65
1194,45
1200,42
1070,32.99
1100,46.5
1270,65
1000,31
1246,69
1529,51.77
1185,42
1060,46
1319,37.75
991,64
662,38
1200,110
1400,78
1575,80
600,65
717,78
1319,42
2000,300
600,85
940,48
600,45
985,25.12
500,55
1349,56.7
3117,261
1844,95
1830,150
2275,185
2895.5,246
1140,49.11
900,79
2648,238
5400,700
1372,48.02
1455,45
1100,38
1295,55.47
1475,80
1788,164
1243,46
1855,140
1850,120
1315,60
1216,73
1721,93
1059,62
1184,55
1400,175
2223,300
1480,75
635,28
2400,228
1500,87
1143,34.2
3200,350
3170,250
4800,420
1485,59.4
1640,251
1655,70.5
900,41
1600,69
1163,68
1559.626694,18
1654,97.8
801,33.645
2100,1000
1685,101
1540,80
1265,72
1200,38.4
1300,80
1009,65
1540,65
1735,105
2500,300
497,20
2480,265
1142,35
1215,46.8
1070,48
1125,32.49
1125,32.49
1575,85
1360,77.61
1710,85
1200,34.65
2185,120
2400,135
1195,35.84
1246,67
1012,45
998,65
2400,250
1130,85
1744,210
2733,259
1354,98
3300,450
1389,94
2970,130
2560,310
1172,75
500,75
1495,60
1738,57.35
1315,50
1270,73
1160,52.2
1450,67
470,21
1040,78
1205,29
1215,50
1135,58
1224,48.95
664,34
1160,42
1200,105
1220,35.2
1328,69
975,45
1907,200
900,72
1330,80
2330,175
1222,95
4446,410
2100,135
3335,290
3150,290
1320,95
820,140
8000,550
2400,500
1330,46.55
2000,130
1244,55
1000,50
1400,45
1000,35
1056,250
1250,50
2630,188
1225,48
2790,198
2800,365
1683,80
1250,54
1305,110
3009,331
1150,57.5
1654,70
4500,225
1890,125
1069,55
750,18.5
675,140
2400,177
1200,240
1410,280
1680,130
3500,500
1700,93.5
2200,150
1595,105
1480,100
1092,95
1866,245
3895,390
1683,115
545,22.34
1340,73
1100,53
2000,200
1185,56
1025,27.68
1730,95
1450,88.6
1862,110
4000,578
2430,180
863,40.55
1170,50
1075,50
1060,34
850,32
935,45.9
1905,86
2000,300
1125,47
600,75
1500,105
1725,85
1120,36
1750,75
2000,77
1745,98
750,95
1270,55.25
5384,420
1180,72
1130,75
2774,197
1723,95
1175,70.5
1607,112
1334,62
2800,130
1138,128
1113,70
1300,58
2400,350
1200,60
1900,190
5150,559
1200,290
2956,234
1100,165
1398,97
1152,66
1200,325
1110,44.95
1116,47
1061,33.84
620,86.8
1300,52
1270,57
966,50
1200,110
1320,249
3596,297
1630,131
600,72
600,60
1202,65
1200,250
1300,80
1200,330
1360,70
1155,69.18
2378,310
1011,38
1203,72
1645,113
1364,50
1200,36
1050,41
1365,66
1252,70
1221,65
1065,58
1270,55.25
1032,45
2900,325
1515,69
1427,52
940,50
800,95
1460,80
2275,175
1522,90
3210,380
1185,42.67
5425,275
1800,125
940,44
1200,135
1530,71
1050,48
929,49
3750,145
1530,75
900,48
978,34.22
4041,345
770,43.82
1066,55
635,28
1015,45
1175,54.05
1200,130
1188,50
2400,700
620,25
1210,75
1000,90
1500,99
1800,190
1185,43.66
1600,130
1100,28
1300,69.23
1100,68
860,28.93
1007,64
1100,48
1187,38
1150,72
2400,252
1180,41.94
1820,85.2
1200,180
2400,775
3628,246
1430,70
700,40
1200,70
1165,40.77
1569,118
1950,95
1200,70
2437,125
950,46.7
1685,115
3270,205
1314,110
1250,40
1130,68
1200,122
890,160
857,95
2247,145
1550,85
1715,100
1053,53
1200,50
1800,230
2400,97
1245,60
1320,160
3940,265
1241,65
2980,260
600,130
1090,57
1390,50
600,175
2750,275
1100,52.97
1350,103
800,55
1787,116
2400,220
3700,325
1691,93.01
2119,111
2325,95
570,80
1896,102
1540,48.51
1244,95
1365,65
580,27.5
1355,83.87
1500,180
1513,62
1175,41.13
2087,139
2273,145
2050,150
1200,75
1190,59
600,85
1019,49.86
1830,133
4278,299
1028,56
1300,100
1160,67
1505,78
1250,55.55
400,50
1175,41.68
1100,57.6
2159,120
1230,56.45
1200,180
3100,165
5020,287
1200,48
1340,71
1750,89
1400,100
1350,60
1675,62
1340,66.33
600,68
1276,76
1738,76
1190,59.9
1128,65.45
1250,55
1450,90
1084,53
2150,90
6000,625
600,77
1250,65
2400,240
1304,65
1640,268
980,77.44
1275,49.5
10030,150
2500,140
3600,225
2400,95
2300,280
1450,70.18
890,40
1340,85
1100,75
750,40
700,125
1300,66
1301,120
3200,130
1900,92
1299,105
1250,40
1600,300
925,55
3900,250
1107,45
1400,160
1300,67
570,62
1715,95
1200,55
1200,280
703,60
921,29.47
1144,65
525,26.01
1400,56
661,33
1200,160
1200,70
1705,91
1035,170
1430,55
1240,55
1325,60.8
1230,44
1000,28
740,24.5
1330,46.45
3005,275
1300,170
1243,46
936,60.84
1500,100
1200,156
1073,72
1300,56
4201,435
1065,30.75
1216,66.88
1252,59
1196,44.8
1027,44
610,75
1270,57.15
1171,39
1215,48.6
600,20
1180,77
1160,33.51
4382,400
2140,139
1500,100
1008,52
1921,129
1127,32
1621,124
2400,360
1030,77.25
1314,84
1220,56
600,97
1590,85
703,49.5
1795,64.62
3000,132
4395,242
825,35
4025,350
1254,70
2040,114
2215,154
1478,125
2475,337
1669,298
1820,79.5
1623,89
1243,46
1200,40.5
1613,72
1293,80
1065,28.5
940,69.57
1181,65
2215,275
1100,75
1050,36
1260,75
2800,425
1500,56
1200,132
1000,66
1530,73
1140,46
1864,115
1575,55
1200,105
945,45
1691,100
1200,135
1220,35.25
600,35
1160,39
1950,89.5
1650,85
2400,150
795,32.6
800,95
1400,97
2285,165
1243,46
1263,51.5
1200,115
1345,69
4400,240
1360,58
1026,60.55
1050,38
1460,76
1525,91.48
1843,85
1000,25
1642,115
1200,66
975,60
1075,44
1210,77.93
2000,100
1225,68
1290,80.04
1220,56
1500,85
1361,79
2801.25,462
1394,85
870,27
5000,300
1222,98
1420,99.39
1846,135
1688.12,270
1167,64.08
902,25
2422,135
1050,52.5
1000,50
1260,58
3000,450
939,39
1590,150
600,37
1298,59
1710,135
1000,45
3350,150
1200,138
1100,68
615,46
1350,85
5000,325
2700,501
4000,460
1718,130
1680,112
1500,90
1157,72
1179,51
1315,60.48
1105,28.18
1800,175
1010,52
630,46
1200,36.1
1025,60
1195,59
1012,58
1884,118
1090,37
1300,77.99
2950,250
1710,85
1500,68
1310,53
674,19.9
1350,70
1464,115
715,29
1400,40.45
1625,48.75
1065,30.76
510,70
1385,90
1040,50
1817,110
1205,47
1070,33.43
1070,52
1340,75
980,35
1006,44
1098,71
1200,53.5
4190,325
1019,62
1150,40.21
1733.5,120
1415,120
1750,58
1537,81
1050,45
1452,55.6
1246,95
1890,85
972,40
10624,2340
1500,160
630,33.7
1050,80
1255,60
1900,185
2440,142
1938,92.69
1711,125
1200,240
1392,95
1225,77
3418,235
1750,120
1260,80
691,31.1
2400,400
1285,78
1590,96
1571,65
2800,220
1060,48.66
1255,58
702,65
2400,185
1520,81
1530,70.99
1170,45.51
1580,75
1777.26,89
1303,55.78
1680,59
1495,70
1835,108
610,60
1080,38
1025,29.61
1225,67.48
656,34.77
994,45
1025,65
1156,52
1250,60
3092,230
1930,122
1020,70
1310,70
612.5,27.565
1322,70
1160,57
1100,48
1720,150
1689,103
1090,47.42
2000,75
1155,69
4000,230
3913,176
3520,320
1125,39.98
1847,92
1515,76
3450,225
2500,120
1130,55
1049,51
2650,175
850,25.4
1842,115
2600,370
1282,72
800,40
1200,240
1190,30.35
1318,68
1698,105
2030,182
1276,31.9
1555,67
1881,145
2900,325
1890,109
900,135
935,32
1000,58
1510,75
1120,50
930,25.99
1160,42
1419,48.1
1175,62
1350,63
2215,330
996,24.9
1076,30.13
2180,115
1715,112
1072,45
1230,80
1600,65
1411,93.25
3600,145
2404,138
1200,190
1200,226
1208,45
1700,300
1225,69.84
1162,69
1262,65
1050,35
1160,33.51
1500,61.95
1610,85
1340,41
2275,182
1162,58
1500,145
3150,135
1170,65
980,25
1800,60
1423,71.73
1106,40
1105,27.6
7500,1800
1255,56.7
1525,65
1061,38.95
600,29.5
1400,40.45
2100,145
660,16.5
633,18
1260,120
907,55.43
2047,67.55
2597,189
1211,63
1904,129
1205,73.87
1164,64.08
1410,73
1150,42
1170,53.11
1420,62
1125,45
1789,75
1021,76
1074,26.85
1222,48
1981,134
1103,55
1201,65
970,36
920,33
1520,85
675,75
1268,75
660,30
1755,115
945,35
500,33
2820,153.5
1632,140
1167,37.5
1276,80
1234,51
1180,75
1370,87
1015,25.88
1200,230
1400,90
1500,155
1050,40
1251,46
1677,92.13
1346,67.38
1090,31.48
1200,240
1290,51.1
7514,1500
1881,145
1150,52
1559.626694,200
2690,295
1200,42
1559.626694,40
2735,340
950,65
1491,40.5
1050,51.66
1660,131
1134,55
1100,60
800,60
1200,36.1
1200,240
980,80
1080,37.8
705,50
1200,35
1200,50
1804,127
750,20
420,25
2800,252
1090,38.37
1500,230
1287,55
2215,157
2800,375
1045,42.15
1263,47.36
1431,85
999,32.9
1650,85.5
1535,72
2524,180
1300,69
600,125
2095,150
284,8
500,14
1265,68
1215,44.96
2200,180
1028,51
1835,92
1800,65
2077,175
2880,211
499,89
708,31.15
1200,120
925,46.25
2826,148
458,33.66
3500,150
5400,250
1000,200
1450,90
1100,65
1185,55
1900,80
1200,70
660,35
1920,121
1200,130
3418,222
4550,240
1205,68.32
1200,46
1421,73
1250,48.9
524,29
4200,245
1540,90
984,45.91
985,50.17
2830,161
1140,60
3600,130
1410,44.42
1700,86
1360,62.425
1800,700
1333,86.65
1258,85.5
1458,87
1386,85
1140,32.92
550,27
1200,83
1081,39
